0.0mA_x,0.0mA_y,0.1mA_x,0.1mA_y,0.2mA_x,0.2mA_y,0.3mA_x,0.3mA_y
1060.4324,  1.1426,1211.7477,  1.7319,1246.6667,  1.5275,1247.2793,  2.2195
1062.1652,  1.1445,1213.7277,  1.7334,1248.7037,  1.5288,1249.3173,  2.2218
1063.8979,  1.1465,1215.7077,  1.7349,1250.7407,  1.5300,1251.3554,  2.2241
1065.6306,  1.1485,1217.6877,  1.7363,1252.7778,  1.5312,1253.3934,  2.2264
1067.3634,  1.1504,1219.6677,  1.7378,1254.8148,  1.5325,1255.4314,  2.2287
1069.0961,  1.1524,1221.6476,  1.7392,1256.8519,  1.5337,1257.4695,  2.2310
1070.8288,  1.1543,1223.6276,  1.7407,1258.8889,  1.5349,1259.5075,  2.2334
1072.5616,  1.1563,1225.6076,  1.7421,1260.9259,  1.5362,1261.5455,  2.2357
1074.2943,  1.1583,1227.5876,  1.7436,1262.9630,  1.5374,1263.5836,  2.2380
1076.0270,  1.1602,1229.5676,  1.7450,1265.0000,  1.5386,1265.6216,  2.2403
1077.7598,  1.1622,1231.5475,  1.7465,1267.0370,  1.5399,1267.6597,  2.2426
1079.4925,  1.1641,1233.5275,  1.7479,1269.0741,  1.5411,1269.6977,  2.2449
1081.2252,  1.1661,1235.5075,  1.7494,1271.1111,  1.5423,1271.7357,  2.2472
1082.9580,  1.1681,1237.4875,  1.7508,1273.1481,  1.5436,1273.7738,  2.2496
1084.6907,  1.1700,1239.4675,  1.7523,1275.1852,  1.5448,1275.8118,  2.2519
1086.4234,  1.1720,1241.4474,  1.7537,1277.2222,  1.5460,1277.8498,  2.2542
1088.1562,  1.1739,1243.4274,  1.7552,1279.2593,  1.5473,1279.8879,  2.2565
1089.8889,  1.1759,1245.4074,  1.7566,1281.2963,  1.5485,1281.9259,  2.2588
1091.6216,  1.1779,1247.3874,  1.7581,1283.3333,  1.5497,1283.9640,  2.2611
1093.3544,  1.1798,1249.3674,  1.7595,1285.3704,  1.5510,1286.0020,  2.2635
1095.0871,  1.1818,1251.3473,  1.7610,1287.4074,  1.5522,1288.0400,  2.2658
1096.8198,  1.1837,1253.3273,  1.7624,1289.4444,  1.5534,1290.0781,  2.2681
1098.5526,  1.1857,1255.3073,  1.7639,1291.4815,  1.5547,1292.1161,  2.2704
1100.2853,  1.1877,1257.2873,  1.7654,1293.5185,  1.5550,1294.1542,  2.2727
1102.0180,  1.1896,1259.2673,  1.7668,1295.5556,  1.5551,1296.1922,  2.2750
1103.7508,  1.1916,1261.2472,  1.7683,1297.5926,  1.5551,1298.2302,  2.2773
1105.4835,  1.1935,1263.2272,  1.7697,1299.6296,  1.5552,1300.2683,  2.2797
1107.2162,  1.1955,1265.2072,  1.7712,1301.6667,  1.5552,1302.3063,  2.2820
1108.9489,  1.1975,1267.1872,  1.7726,1303.7037,  1.5553,1304.3443,  2.2843
1110.6817,  1.1994,1269.1672,  1.7741,1305.7407,  1.5553,1306.3824,  2.2866
1112.4144,  1.2014,1271.1471,  1.7755,1307.7778,  1.5554,1308.4204,  2.2889
1114.1471,  1.2034,1273.1271,  1.7770,1309.8148,  1.5554,1310.4585,  2.2912
1115.8799,  1.2053,1275.1071,  1.7784,1311.8519,  1.5555,1312.4965,  2.2935
1117.6126,  1.2073,1277.0871,  1.7799,1313.8889,  1.5555,1314.5345,  2.2959
1119.3453,  1.2092,1279.0671,  1.7813,1315.9259,  1.5556,1316.5726,  2.2982
1121.0781,  1.2112,1281.0470,  1.7828,1317.9630,  1.5556,1318.6106,  2.3005
1122.8108,  1.2132,1283.0270,  1.7842,1320.0000,  1.5556,1320.6486,  2.3028
1124.5435,  1.2151,1285.0070,  1.7855,1322.0370,  1.5557,1322.6867,  2.3051
1126.2763,  1.2171,1286.9870,  1.7868,1324.0741,  1.5557,1324.7247,  2.3074
1128.0090,  1.2190,1288.9670,  1.7880,1326.1111,  1.5558,1326.7628,  2.3098
1129.7417,  1.2210,1290.9469,  1.7893,1328.1481,  1.5558,1328.8008,  2.3121
1131.4745,  1.2230,1292.9269,  1.7905,1330.1852,  1.5559,1330.8388,  2.3144
1133.2072,  1.2249,1294.9069,  1.7918,1332.2222,  1.5559,1332.8769,  2.3167
1134.9399,  1.2255,1296.8869,  1.7931,1334.2593,  1.5560,1334.9149,  2.3190
1136.6727,  1.2248,1298.8669,  1.7943,1336.2963,  1.5560,1336.9530,  2.3213
1138.4054,  1.2241,1300.8468,  1.7956,1338.3333,  1.5561,1338.9910,  2.3236
1140.1381,  1.2235,1302.8268,  1.7968,1340.3704,  1.5561,1341.0290,  2.3260
1141.8709,  1.2228,1304.8068,  1.7981,1342.4074,  1.5562,1343.0671,  2.3283
1143.6036,  1.2222,1306.7868,  1.7994,1344.4444,  1.5562,1345.1051,  2.3306
1145.3363,  1.2215,1308.7668,  1.8006,1346.4815,  1.5563,1347.1431,  2.3329
1147.0691,  1.2209,1310.7467,  1.8019,1348.5185,  1.5563,1349.1812,  2.3352
1148.8018,  1.2202,1312.7267,  1.8031,1350.5556,  1.5564,1351.2192,  2.3375
1150.5345,  1.2196,1314.7067,  1.8044,1352.5926,  1.5564,1353.2573,  2.3399
1152.2673,  1.2189,1316.6867,  1.8057,1354.6296,  1.5565,1355.2953,  2.3422
1154.0000,  1.2182,1318.6667,  1.8069,1356.6667,  1.5565,1357.3333,  2.3445
1155.7327,  1.2176,1320.6466,  1.8082,1358.7037,  1.5565,1359.3714,  2.3468
1157.4655,  1.2169,1322.6266,  1.8094,1360.7407,  1.5566,1361.4094,  2.3491
1159.1982,  1.2163,1324.6066,  1.8107,1362.7778,  1.5566,1363.4474,  2.3514
1160.9309,  1.2156,1326.5866,  1.8120,1364.8148,  1.5567,1365.4855,  2.3537
1162.6637,  1.2150,1328.5666,  1.8132,1366.8519,  1.5567,1367.5235,  2.3561
1164.3964,  1.2143,1330.5465,  1.8145,1368.8889,  1.5568,1369.5616,  2.3584
1166.1291,  1.2137,1332.5265,  1.8157,1370.9259,  1.5568,1371.5996,  2.3607
1167.8619,  1.2130,1334.5065,  1.8170,1372.9630,  1.5569,1373.6376,  2.3630
1169.5946,  1.2123,1336.4865,  1.8183,1375.0000,  1.5569,1375.6757,  2.3653
1171.3273,  1.2117,1338.4665,  1.8195,1377.0370,  1.5570,1377.7137,  2.3676
1173.0601,  1.2110,1340.4464,  1.8208,1379.0741,  1.5570,1379.7518,  2.3700
1174.7928,  1.2104,1342.4264,  1.8220,1381.1111,  1.5571,1381.7898,  2.3723
1176.5255,  1.2097,1344.4064,  1.8233,1383.1481,  1.5571,1383.8278,  2.3746
1178.2583,  1.2091,1346.3864,  1.8246,1385.1852,  1.5572,1385.8659,  2.3769
1179.9910,  1.2084,1348.3664,  1.8258,1387.2222,  1.5572,1387.9039,  2.3792
1181.7237,  1.2078,1350.3463,  1.8271,1389.2593,  1.5573,1389.9419,  2.3815
1183.4565,  1.2071,1352.3263,  1.8284,1391.2963,  1.5573,1391.9800,  2.3838
1185.1892,  1.2064,1354.3063,  1.8296,1393.3333,  1.5574,1394.0180,  2.3862
1186.9219,  1.2058,1356.2863,  1.8309,1395.3704,  1.5574,1396.0561,  2.3885
1188.6547,  1.2051,1358.2663,  1.8321,1397.4074,  1.5574,1398.0941,  2.3908
1190.3874,  1.2045,1360.2462,  1.8334,1399.4444,  1.5575,1400.1321,  2.3931
1192.1201,  1.2038,1362.2262,  1.8347,1401.4815,  1.5575,1402.1702,  2.3954
1193.8529,  1.2032,1364.2062,  1.8359,1403.5185,  1.5576,1404.2082,  2.3977
1195.5856,  1.2025,1366.1862,  1.8373,1405.5556,  1.5576,1406.2462,  2.4001
1197.3183,  1.2019,1368.1662,  1.8394,1407.5926,  1.5577,1408.2843,  2.4024
1199.0511,  1.2012,1370.1461,  1.8415,1409.6296,  1.5577,1410.3223,  2.4047
1200.7838,  1.2005,1372.1261,  1.8436,1411.6667,  1.5578,1412.3604,  2.4070
1202.5165,  1.1999,1374.1061,  1.8457,1413.7037,  1.5578,1414.3984,  2.4093
1204.2492,  1.1992,1376.0861,  1.8478,1415.7407,  1.5579,1416.4364,  2.4116
1205.9820,  1.1986,1378.0661,  1.8500,1417.7778,  1.5579,1418.4745,  2.4139
1207.7147,  1.1979,1380.0460,  1.8521,1419.8148,  1.5580,1420.5125,  2.4163
1209.4474,  1.1973,1382.0260,  1.8542,1421.8519,  1.5580,1422.5506,  2.4186
1211.1802,  1.1966,1384.0060,  1.8563,1423.8889,  1.5581,1424.5886,  2.4209
1212.9129,  1.1960,1385.9860,  1.8584,1425.9259,  1.5581,1426.6266,  2.4232
1214.6456,  1.1953,1387.9660,  1.8605,1427.9630,  1.5582,1428.6647,  2.4255
1216.3784,  1.1947,1389.9459,  1.8627,1430.0000,  1.5582,1430.7027,  2.4278
1218.1111,  1.1940,1391.9259,  1.8648,1432.0370,  1.5583,1432.7407,  2.4302
1219.8438,  1.1933,1393.9059,  1.8669,1434.0741,  1.5583,1434.7788,  2.4325
1221.5766,  1.1927,1395.8859,  1.8690,1436.1111,  1.5583,1436.8168,  2.4348
1223.3093,  1.1920,1397.8659,  1.8711,1438.1481,  1.5584,1438.8549,  2.4371
1225.0420,  1.1914,1399.8458,  1.8731,1440.1852,  1.5584,1440.8929,  2.4394
1226.7748,  1.1907,1401.8258,  1.8748,1442.2222,  1.5585,1442.9309,  2.4417
1228.5075,  1.1901,1403.8058,  1.8766,1444.2593,  1.5585,1444.9690,  2.4440
1230.2402,  1.1894,1405.7858,  1.8783,1446.2963,  1.5586,1447.0070,  2.4464
1231.9730,  1.1888,1407.7658,  1.8801,1448.3333,  1.5586,1449.0450,  2.4487
1233.7057,  1.1881,1409.7457,  1.8818,1450.3704,  1.5587,1451.0831,  2.4517
1235.4384,  1.1874,1411.7257,  1.8836,1452.4074,  1.5587,1453.1211,  2.4547
1237.1712,  1.1868,1413.7057,  1.8853,1454.4444,  1.5588,1455.1592,  2.4577
1238.9039,  1.1861,1415.6857,  1.8871,1456.4815,  1.5588,1457.1972,  2.4608
1240.6366,  1.1855,1417.6657,  1.8888,1458.5185,  1.5589,1459.2352,  2.4638
1242.3694,  1.1848,1419.6456,  1.8906,1460.5556,  1.5589,1461.2733,  2.4668
1244.1021,  1.1842,1421.6256,  1.8923,1462.5926,  1.5590,1463.3113,  2.4698
1245.8348,  1.1835,1423.6056,  1.8941,1464.6296,  1.5590,1465.3493,  2.4728
1247.5676,  1.1829,1425.5856,  1.8958,1466.6667,  1.5591,1467.3874,  2.4758
1249.3003,  1.1822,1427.5656,  1.8976,1468.7037,  1.5591,1469.4254,  2.4789
1251.0330,  1.1815,1429.5455,  1.8993,1470.7407,  1.5592,1471.4635,  2.4819
1252.7658,  1.1809,1431.5255,  1.9011,1472.7778,  1.5592,1473.5015,  2.4849
1254.4985,  1.1802,1433.5055,  1.9028,1474.8148,  1.5592,1475.5395,  2.4879
1256.2312,  1.1796,1435.4855,  1.9046,1476.8519,  1.5593,1477.5776,  2.4909
1257.9640,  1.1789,1437.4655,  1.9063,1478.8889,  1.5593,1479.6156,  2.4939
1259.6967,  1.1783,1439.4454,  1.9080,1480.9259,  1.5594,1481.6537,  2.4970
1261.4294,  1.1776,1441.4254,  1.9098,1482.9630,  1.5594,1483.6917,  2.5000
1263.1622,  1.1770,1443.4054,  1.9115,1485.0000,  1.5598,1485.7297,  2.5030
1264.8949,  1.1763,1445.3854,  1.9133,1487.0370,  1.5606,1487.7678,  2.5060
1266.6276,  1.1756,1447.3654,  1.9150,1489.0741,  1.5614,1489.8058,  2.5090
1268.3604,  1.1750,1449.3453,  1.9168,1491.1111,  1.5622,1491.8438,  2.5120
1270.0931,  1.1743,1451.3253,  1.9185,1493.1481,  1.5630,1493.8819,  2.5151
1271.8258,  1.1737,1453.3053,  1.9203,1495.1852,  1.5637,1495.9199,  2.5181
1273.5586,  1.1730,1455.2853,  1.9220,1497.2222,  1.5645,1497.9580,  2.5211
1275.2913,  1.1724,1457.2653,  1.9238,1499.2593,  1.5653,1499.9960,  2.5241
1277.0240,  1.1717,1459.2452,  1.9255,1501.2963,  1.5661,1502.0340,  2.5271
1278.7568,  1.1711,1461.2252,  1.9273,1503.3333,  1.5669,1504.0721,  2.5301
1280.4895,  1.1704,1463.2052,  1.9290,1505.3704,  1.5677,1506.1101,  2.5331
1282.2222,  1.1697,1465.1852,  1.9308,1507.4074,  1.5684,1508.1481,  2.5362
1283.9550,  1.1691,1467.1652,  1.9325,1509.4444,  1.5692,1510.1862,  2.5392
1285.6877,  1.1684,1469.1451,  1.9343,1511.4815,  1.5700,1512.2242,  2.5422
1287.4204,  1.1678,1471.1251,  1.9360,1513.5185,  1.5708,1514.2623,  2.5452
1289.1532,  1.1671,1473.1051,  1.9378,1515.5556,  1.5716,1516.3003,  2.5482
1290.8859,  1.1665,1475.0851,  1.9395,1517.5926,  1.5723,1518.3383,  2.5512
1292.6186,  1.1658,1477.0651,  1.9413,1519.6296,  1.5731,1520.3764,  2.5543
1294.3514,  1.1652,1479.0450,  1.9430,1521.6667,  1.5739,1522.4144,  2.5573
1296.0841,  1.1645,1481.0250,  1.9448,1523.7037,  1.5747,1524.4525,  2.5603
1297.8168,  1.1638,1483.0050,  1.9465,1525.7407,  1.5755,1526.4905,  2.5633
1299.5495,  1.1632,1484.9850,  1.9483,1527.7778,  1.5762,1528.5285,  2.5663
1301.2823,  1.1625,1486.9650,  1.9500,1529.8148,  1.5770,1530.5666,  2.5693
1303.0150,  1.1619,1488.9449,  1.9517,1531.8519,  1.5778,1532.6046,  2.5724
1304.7477,  1.1612,1490.9249,  1.9535,1533.8889,  1.5786,1534.6426,  2.5754
1306.4805,  1.1606,1492.9049,  1.9552,1535.9259,  1.5794,1536.6807,  2.5784
1308.2132,  1.1599,1494.8849,  1.9570,1537.9630,  1.5801,1538.7187,  2.5814
1309.9459,  1.1593,1496.8649,  1.9587,1540.0000,  1.5809,1540.7568,  2.5844
1311.6787,  1.1586,1498.8448,  1.9605,1542.0370,  1.5817,1542.7948,  2.5874
1313.4114,  1.1579,1500.8248,  1.9622,1544.0741,  1.5825,1544.8328,  2.5905
1315.1441,  1.1573,1502.8048,  1.9640,1546.1111,  1.5833,1546.8709,  2.5935
1316.8769,  1.1566,1504.7848,  1.9657,1548.1481,  1.5857,1548.9089,  2.5965
1318.6096,  1.1560,1506.7648,  1.9675,1550.1852,  1.5880,1550.9469,  2.5995
1320.3423,  1.1553,1508.7447,  1.9692,1552.2222,  1.5903,1552.9850,  2.6025
1322.0751,  1.1547,1510.7247,  1.9710,1554.2593,  1.5927,1555.0230,  2.6055
1323.8078,  1.1540,1512.7047,  1.9727,1556.2963,  1.5950,1557.0611,  2.6086
1325.5405,  1.1534,1514.6847,  1.9745,1558.3333,  1.5973,1559.0991,  2.6116
1327.2733,  1.1527,1516.6647,  1.9762,1560.3704,  1.5997,1561.1371,  2.6146
1329.0060,  1.1520,1518.6446,  1.9780,1562.4074,  1.6020,1563.1752,  2.6176
1330.7387,  1.1514,1520.6246,  1.9797,1564.4444,  1.6043,1565.2132,  2.6206
1332.4715,  1.1507,1522.6046,  1.9815,1566.4815,  1.6066,1567.2513,  2.6236
1334.2042,  1.1501,1524.5846,  1.9832,1568.5185,  1.6090,1569.2893,  2.6267
1335.9369,  1.1494,1526.5646,  1.9848,1570.5556,  1.6113,1571.3273,  2.6297
1337.6697,  1.1488,1528.5445,  1.9864,1572.5926,  1.6136,1573.3654,  2.6327
1339.4024,  1.1481,1530.5245,  1.9880,1574.6296,  1.6160,1575.4034,  2.6357
1341.1351,  1.1475,1532.5045,  1.9896,1576.6667,  1.6183,1577.4414,  2.6387
1342.8679,  1.1468,1534.4845,  1.9912,1578.7037,  1.6206,1579.4795,  2.6417
1344.6006,  1.1461,1536.4645,  1.9928,1580.7407,  1.6229,1581.5175,  2.6448
1346.3333,  1.1455,1538.4444,  1.9944,1582.7778,  1.6253,1583.5556,  2.6478
1348.0661,  1.1448,1540.4244,  1.9960,1584.8148,  1.6276,1585.5936,  2.6508
1349.7988,  1.1442,1542.4044,  1.9975,1586.8519,  1.6299,1587.6316,  2.6538
1351.5315,  1.1435,1544.3844,  1.9991,1588.8889,  1.6323,1589.6697,  2.6568
1353.2643,  1.1429,1546.3644,  2.0007,1590.9259,  1.6346,1591.7077,  2.6598
1354.9970,  1.1422,1548.3443,  2.0023,1592.9630,  1.6369,1593.7457,  2.6629
1356.7297,  1.1416,1550.3243,  2.0039,1595.0000,  1.6392,1595.7838,  2.6659
1358.4625,  1.1409,1552.3043,  2.0055,1597.0370,  1.6416,1597.8218,  2.6689
1360.1952,  1.1403,1554.2843,  2.0071,1599.0741,  1.6439,1599.8599,  2.6719
1361.9279,  1.1396,1556.2643,  2.0087,1601.1111,  1.6462,1601.8979,  2.6749
1363.6607,  1.1389,1558.2442,  2.0102,1603.1481,  1.6486,1603.9359,  2.6779
1365.3934,  1.1383,1560.2242,  2.0118,1605.1852,  1.6509,1605.9740,  2.6810
1367.1261,  1.1376,1562.2042,  2.0134,1607.2222,  1.6532,1608.0120,  2.6840
1368.8589,  1.1370,1564.1842,  2.0150,1609.2593,  1.6555,1610.0501,  2.6870
1370.5916,  1.1363,1566.1642,  2.0166,1611.2963,  1.6579,1612.0881,  2.6900
1372.3243,  1.1357,1568.1441,  2.0182,1613.3333,  1.6602,1614.1261,  2.6930
1374.0571,  1.1350,1570.1241,  2.0198,1615.3704,  1.6625,1616.1642,  2.6960
1375.7898,  1.1344,1572.1041,  2.0214,1617.4074,  1.6649,1618.2022,  2.6991
1377.5225,  1.1337,1574.0841,  2.0230,1619.4444,  1.6672,1620.2402,  2.7021
1379.2553,  1.1330,1576.0641,  2.0245,1621.4815,  1.6695,1622.2783,  2.7051
1380.9880,  1.1324,1578.0440,  2.0261,1623.5185,  1.6719,1624.3163,  2.7081
1382.7207,  1.1317,1580.0240,  2.0277,1625.5556,  1.6742,1626.3544,  2.7111
1384.4535,  1.1311,1582.0040,  2.0293,1627.5926,  1.6765,1628.3924,  2.7141
1386.1862,  1.1304,1583.9840,  2.0309,1629.6296,  1.6788,1630.4304,  2.7171
1387.9189,  1.1298,1585.9640,  2.0325,1631.6667,  1.6812,1632.4685,  2.7202
1389.6517,  1.1291,1587.9439,  2.0341,1633.7037,  1.6835,1634.5065,  2.7232
1391.3844,  1.1285,1589.9239,  2.0357,1635.7407,  1.6858,1636.5445,  2.7262
1393.1171,  1.1278,1591.9039,  2.0372,1637.7778,  1.6882,1638.5826,  2.7292
1394.8498,  1.1271,1593.8839,  2.0388,1639.8148,  1.6905,1640.6206,  2.7322
1396.5826,  1.1265,1595.8639,  2.0404,1641.8519,  1.6928,1642.6587,  2.7352
1398.3153,  1.1258,1597.8438,  2.0420,1643.8889,  1.6951,1644.6967,  2.7383
1400.0480,  1.1252,1599.8238,  2.0436,1645.9259,  1.6975,1646.7347,  2.7413
1401.7808,  1.1245,1601.8038,  2.0452,1647.9630,  1.6998,1648.7728,  2.7443
1403.5135,  1.1239,1603.7838,  2.0468,1650.0000,  1.7021,1650.8108,  2.7473
1405.2462,  1.1232,1605.7638,  2.0484,1652.0370,  1.7045,1652.8488,  2.7503
1406.9790,  1.1226,1607.7437,  2.0500,1654.0741,  1.7068,1654.8869,  2.7533
1408.7117,  1.1219,1609.7237,  2.0515,1656.1111,  1.7091,1656.9249,  2.7564
1410.4444,  1.1212,1611.7037,  2.0531,1658.1481,  1.7114,1658.9630,  2.7594
1412.1772,  1.1206,1613.6837,  2.0547,1660.1852,  1.7138,1661.0010,  2.7624
1413.9099,  1.1199,1615.6637,  2.0563,1662.2222,  1.7161,1663.0390,  2.7654
1415.6426,  1.1193,1617.6436,  2.0579,1664.2593,  1.7184,1665.0771,  2.7684
1417.3754,  1.1186,1619.6236,  2.0595,1666.2963,  1.7208,1667.1151,  2.7714
1419.1081,  1.1180,1621.6036,  2.0611,1668.3333,  1.7231,1669.1532,  2.7745
1420.8408,  1.1173,1623.5836,  2.0627,1670.3704,  1.7254,1671.1912,  2.7775
1422.5736,  1.1167,1625.5636,  2.0643,1672.4074,  1.7277,1673.2292,  2.7805
1424.3063,  1.1160,1627.5435,  2.0658,1674.4444,  1.7301,1675.2673,  2.7835
1426.0390,  1.1153,1629.5235,  2.0674,1676.4815,  1.7324,1677.3053,  2.7865
1427.7718,  1.1147,1631.5035,  2.0690,1678.5185,  1.7347,1679.3433,  2.7895
1429.5045,  1.1140,1633.4835,  2.0706,1680.5556,  1.7371,1681.3814,  2.7926
1431.2372,  1.1134,1635.4635,  2.0722,1682.5926,  1.7394,1683.4194,  2.7956
1432.9700,  1.1127,1637.4434,  2.0738,1684.6296,  1.7417,1685.4575,  2.7986
1434.7027,  1.1121,1639.4234,  2.0754,1686.6667,  1.7441,1687.4955,  2.8016
1436.4354,  1.1114,1641.4034,  2.0770,1688.7037,  1.7464,1689.5335,  2.8046
1438.1682,  1.1108,1643.3834,  2.0785,1690.7407,  1.7487,1691.5716,  2.8076
1439.9009,  1.1101,1645.3634,  2.0801,1692.7778,  1.7510,1693.6096,  2.8107
1441.6336,  1.1094,1647.3433,  2.0817,1694.8148,  1.7534,1695.6476,  2.8137
1443.3664,  1.1088,1649.3233,  2.0833,1696.8519,  1.7557,1697.6857,  2.8167
1445.0991,  1.1081,1651.3033,  2.0849,1698.8889,  1.7580,1699.7237,  2.8197
1446.8318,  1.1075,1653.2833,  2.0865,1700.9259,  1.7604,1701.7618,  2.8227
1448.5646,  1.1068,1655.2633,  2.0881,1702.9630,  1.7627,1703.7998,  2.8257
1450.2973,  1.1062,1657.2432,  2.0897,1705.0000,  1.7650,1705.8378,  2.8288
1452.0300,  1.1055,1659.2232,  2.0913,1707.0370,  1.7673,1707.8759,  2.8318
1453.7628,  1.1049,1661.2032,  2.0928,1709.0741,  1.7697,1709.9139,  2.8348
1455.4955,  1.1042,1663.1832,  2.0944,1711.1111,  1.7720,1711.9520,  2.8378
1457.2282,  1.1035,1665.1632,  2.0960,1713.1481,  1.7743,1713.9900,  2.8408
1458.9610,  1.1029,1667.1431,  2.0986,1715.1852,  1.7767,1716.0280,  2.8438
1460.6937,  1.1022,1669.1231,  2.1020,1717.2222,  1.7790,1718.0661,  2.8469
1462.4264,  1.1016,1671.1031,  2.1053,1719.2593,  1.7813,1720.1041,  2.8499
1464.1592,  1.1009,1673.0831,  2.1087,1721.2963,  1.7836,1722.1421,  2.8529
1465.8919,  1.0999,1675.0631,  2.1121,1723.3333,  1.7860,1724.1802,  2.8559
1467.6246,  1.0986,1677.0430,  2.1154,1725.3704,  1.7883,1726.2182,  2.8589
1469.3574,  1.0973,1679.0230,  2.1188,1727.4074,  1.7906,1728.2563,  2.8619
1471.0901,  1.0959,1681.0030,  2.1221,1729.4444,  1.7930,1730.2943,  2.8650
1472.8228,  1.0946,1682.9830,  2.1255,1731.4815,  1.7953,1732.3323,  2.8680
1474.5556,  1.0933,1684.9630,  2.1289,1733.5185,  1.7976,1734.3704,  2.8710
1476.2883,  1.0919,1686.9429,  2.1322,1735.5556,  1.7999,1736.4084,  2.8740
1478.0210,  1.0906,1688.9229,  2.1356,1737.5926,  1.8023,1738.4464,  2.8770
1479.7538,  1.0893,1690.9029,  2.1389,1739.6296,  1.8049,1740.4845,  2.8800
1481.4865,  1.0879,1692.8829,  2.1423,1741.6667,  1.8083,1742.5225,  2.8831
1483.2192,  1.0866,1694.8629,  2.1457,1743.7037,  1.8116,1744.5606,  2.8832
1484.9520,  1.0853,1696.8428,  2.1490,1745.7407,  1.8150,1746.5986,  2.8824
1486.6847,  1.0839,1698.8228,  2.1524,1747.7778,  1.8183,1748.6366,  2.8817
1488.4174,  1.0826,1700.8028,  2.1557,1749.8148,  1.8217,1750.6747,  2.8809
1490.1502,  1.0813,1702.7828,  2.1591,1751.8519,  1.8250,1752.7127,  2.8802
1491.8829,  1.0799,1704.7628,  2.1625,1753.8889,  1.8284,1754.7508,  2.8794
1493.6156,  1.0786,1706.7427,  2.1658,1755.9259,  1.8317,1756.7888,  2.8787
1495.3483,  1.0773,1708.7227,  2.1692,1757.9630,  1.8351,1758.8268,  2.8779
1497.0811,  1.0759,1710.7027,  2.1725,1760.0000,  1.8384,1760.8649,  2.8772
1498.8138,  1.0746,1712.6827,  2.1759,1762.0370,  1.8418,1762.9029,  2.8764
1500.5465,  1.0733,1714.6627,  2.1793,1764.0741,  1.8451,1764.9409,  2.8757
1502.2793,  1.0719,1716.6426,  2.1826,1766.1111,  1.8485,1766.9790,  2.8749
1504.0120,  1.0706,1718.6226,  2.1860,1768.1481,  1.8518,1769.0170,  2.8742
1505.7447,  1.0693,1720.6026,  2.1893,1770.1852,  1.8552,1771.0551,  2.8734
1507.4775,  1.0679,1722.5826,  2.1927,1772.2222,  1.8585,1773.0931,  2.8727
1509.2102,  1.0666,1724.5626,  2.1961,1774.2593,  1.8619,1775.1311,  2.8719
1510.9429,  1.0653,1726.5425,  2.1972,1776.2963,  1.8652,1777.1692,  2.8712
1512.6757,  1.0639,1728.5225,  2.1926,1778.3333,  1.8686,1779.2072,  2.8704
1514.4084,  1.0626,1730.5025,  2.1881,1780.3704,  1.8719,1781.2452,  2.8697
1516.1411,  1.0613,1732.4825,  2.1835,1782.4074,  1.8753,1783.2833,  2.8689
1517.8739,  1.0600,1734.4625,  2.1789,1784.4444,  1.8786,1785.3213,  2.8682
1519.6066,  1.0586,1736.4424,  2.1743,1786.4815,  1.8820,1787.3594,  2.8674
1521.3393,  1.0573,1738.4224,  2.1697,1788.5185,  1.8853,1789.3974,  2.8667
1523.0721,  1.0560,1740.4024,  2.1651,1790.5556,  1.8887,1791.4354,  2.8659
1524.8048,  1.0546,1742.3824,  2.1605,1792.5926,  1.8920,1793.4735,  2.8652
1526.5375,  1.0533,1744.3624,  2.1559,1794.6296,  1.8954,1795.5115,  2.8644
1528.2703,  1.0520,1746.3423,  2.1513,1796.6667,  1.8987,1797.5495,  2.8637
1530.0030,  1.0506,1748.3223,  2.1467,1798.7037,  1.9021,1799.5876,  2.8629
1531.7357,  1.0493,1750.3023,  2.1421,1800.7407,  1.9054,1801.6256,  2.8622
1533.4685,  1.0480,1752.2823,  2.1375,1802.7778,  1.9088,1803.6637,  2.8614
1535.2012,  1.0466,1754.2623,  2.1329,1804.8148,  1.9121,1805.7017,  2.8607
1536.9339,  1.0453,1756.2422,  2.1283,1806.8519,  1.9155,1807.7397,  2.8599
1538.6667,  1.0440,1758.2222,  2.1237,1808.8889,  1.9188,1809.7778,  2.8592
1540.3994,  1.0426,1760.2022,  2.1191,1810.9259,  1.9222,1811.8158,  2.8584
1542.1321,  1.0413,1762.1822,  2.1145,1812.9630,  1.9255,1813.8539,  2.8577
1543.8649,  1.0400,1764.1622,  2.1099,1815.0000,  1.9289,1815.8919,  2.8569
1545.5976,  1.0386,1766.1421,  2.1053,1817.0370,  1.9322,1817.9299,  2.8562
1547.3303,  1.0373,1768.1221,  2.1008,1819.0741,  1.9356,1819.9680,  2.8554
1549.0631,  1.0360,1770.1021,  2.0962,1821.1111,  1.9389,1822.0060,  2.8547
1550.7958,  1.0346,1772.0821,  2.0916,1823.1481,  1.9423,1824.0440,  2.8539
1552.5285,  1.0333,1774.0621,  2.0870,1825.1852,  1.9456,1826.0821,  2.8532
1554.2613,  1.0320,1776.0420,  2.0824,1827.2222,  1.9490,1828.1201,  2.8525
1555.9940,  1.0306,1778.0220,  2.0778,1829.2593,  1.9523,1830.1582,  2.8517
1557.7267,  1.0293,1780.0020,  2.0732,1831.2963,  1.9557,1832.1962,  2.8510
1559.4595,  1.0280,1781.9820,  2.0686,1833.3333,  1.9590,1834.2342,  2.8502
1561.1922,  1.0266,1783.9620,  2.0640,1835.3704,  1.9624,1836.2723,  2.8495
